client_id,age,gender,employment_status,annual_income,debt_to_income_ratio,financial_knowledge_score,investment_goals,risk_appetite,investment_horizon_years,dependents,preferred_asset_classes,savings_rate,net_worth
c0b79704-5160-4cb3-8da9-769149afe559,29,Other,Retired,51058.35,0.54,6,Wealth Accumulation,Low,27,3,"['ETFs', 'Mutual Funds']",0.26,113052.9
d7c0ba46-a38e-4b0f-b68a-8902733df536,36,Female,Unemployed,42365.31,0.46,10,Wealth Accumulation,Low,25,0,"['Real Estate', 'ETFs']",0.13,285130.36
f688a368-ece2-488a-b354-a8e2a75f3f07,33,Other,Unemployed,53790.68,0.55,2,Home Purchase,Medium,17,1,"['Real Estate', 'Bonds']",0.25,309068.85
a77e653d-97af-4ace-976b-2549324a7988,34,Female,Salaried,125363,0.31,5,Home Purchase,Medium,17,3,"['Bonds', 'Stocks']",0.07,1244801.63
82818244-ce40-43d8-b143-957fe3aa7d7a,29,Male,Self-Employed,78723.37,0.14,3,Home Purchase,Low,4,1,"['Mutual Funds', 'ETFs']",0.14,744162.05
673680d7-a865-4e46-804b-4ab2e0cb92d6,62,Female,Unemployed,87063.7,0.48,6,Retirement,Medium,14,0,"['Real Estate', 'Stocks']",0.14,587627.77
69f0aed1-21cd-43de-bfcc-7539ebc94192,43,Male,Self-Employed,41007.84,0.54,5,Education,Low,25,2,"['Mutual Funds', 'Real Estate']",0.21,97838.27
a8586af0-2d31-4cff-bb68-04c700611eda,34,Other,Self-Employed,44393.02,0.34,2,Education,Medium,14,0,"['Real Estate', 'Stocks']",0.19,229732.64
f8616e30-336d-4051-be40-3b9cab1f9d65,41,Other,Salaried,94146.85,0.44,7,Education,Low,5,2,"['ETFs', 'Bonds']",0.16,266462.88
1f723cc7-4edb-4588-98e8-71f8fddfd153,37,Other,Retired,58099.45,0.16,1,Retirement,High,18,3,"['ETFs', 'Real Estate']",0.11,179311.64
a1c4dacd-fa0e-4a5b-bd6e-0e423a0f6746,54,Male,Retired,14229.37,0.51,10,Wealth Accumulation,Low,21,2,"['ETFs', 'Real Estate']",0.1,100106.95
c8b79d36-de07-457d-9d8c-93983a5925b7,30,Other,Retired,54330.2,0.19,9,Home Purchase,High,19,0,"['Real Estate', 'ETFs']",0.06,448708.12
c44de3c6-a4b4-46c2-a2ae-d00580c65120,46,Female,Unemployed,79903.49,0.43,4,Wealth Accumulation,Medium,23,3,"['Bonds', 'Mutual Funds']",0.18,654791.63
9bac55f5-42b8-403c-a94d-417d80d1795c,57,Other,Self-Employed,123792.56,0.24,4,Wealth Accumulation,Medium,21,3,"['Bonds', 'Stocks']",0.14,710696.84
d0de1f14-66ca-4c08-a687-d3e4cfb89531,25,Male,Self-Employed,37598.58,0.44,1,Wealth Accumulation,Low,25,3,"['Bonds', 'Stocks']",0.13,79741.32
8d502187-af91-484f-b8df-e7a839035231,61,Other,Retired,96717.77,0.38,2,Home Purchase,Medium,21,3,"['Mutual Funds', 'ETFs']",0.29,620949.01
1261be42-b026-4738-8b03-da0ec1197338,48,Female,Unemployed,109408.95,0.44,7,Retirement,Medium,25,3,"['ETFs', 'Mutual Funds']",0.25,586192.63
b0faa559-38ac-48b5-b8db-14b3a52bfbe3,33,Other,Self-Employed,81164.78,0.24,2,Home Purchase,High,17,1,"['Mutual Funds', 'Real Estate']",0.23,232913.25
a9fa5f8b-100a-4060-bbb8-12a4a8210ee0,30,Female,Retired,40234.5,0.14,9,Wealth Accumulation,Low,18,1,"['Mutual Funds', 'Bonds']",0.14,337798.85
98135564-0d80-42f3-81ab-7a4a81ae1b2c,25,Female,Retired,93203.2,0.36,7,Education,Medium,11,1,"['Mutual Funds', 'Bonds']",0.08,290737.85
f9189aa1-cce2-4aec-817b-544e477b3721,45,Other,Unemployed,60678.22,0.17,10,Education,Medium,20,2,"['ETFs', 'Mutual Funds']",0.29,276171.32
9bdd1eaa-290a-45e5-9d5b-c796e2f20fbc,50,Other,Salaried,117724.91,0.21,4,Education,High,12,2,"['ETFs', 'Bonds']",0.19,278468.59
61db756a-a0e8-49fd-8eff-c81dc3d6caf4,25,Female,Salaried,70891.27,0.36,4,Retirement,Medium,7,3,"['Real Estate', 'ETFs']",0.1,168743.67
a5ccdc44-4497-4b66-8c04-250f067db523,61,Female,Self-Employed,109354.44,0.32,2,Education,Medium,19,2,"['Mutual Funds', 'Real Estate']",0.1,1090148.6
5f4d0404-1a48-4d4e-bd73-a7eebce5a6db,59,Female,Unemployed,24988.33,0.33,7,Education,High,26,3,"['Real Estate', 'ETFs']",0.08,107779.85
a8d0b027-3546-47c4-8d2e-6120def73ead,45,Other,Unemployed,41580.83,0.26,5,Wealth Accumulation,High,14,2,"['Stocks', 'Real Estate']",0.16,188569.53
83d9a0bd-3c19-403e-a008-d4adf5361c74,34,Male,Retired,67479.39,0.12,1,Wealth Accumulation,Low,21,0,"['Stocks', 'ETFs']",0.05,183057.23
f235f7d9-699a-4ccd-aa56-3234a8be4d16,31,Male,Salaried,87394.72,0.4,6,Education,Medium,17,0,"['Bonds', 'Real Estate']",0.2,477069.35
ad8e4d2d-c741-409c-82d3-690ea5aebee1,35,Male,Self-Employed,72620.09,0.33,7,Education,Medium,24,1,"['Bonds', 'Mutual Funds']",0.21,529658.78
77a8d0e2-8db1-47fd-afd6-fed099dc0584,60,Other,Self-Employed,22398.1,0.36,3,Home Purchase,Medium,15,2,"['Real Estate', 'Stocks']",0.08,63897.6
b8880d1f-3888-49c7-97d7-cfd67907e05a,53,Other,Retired,75285.45,0.59,9,Home Purchase,Medium,17,2,"['Stocks', 'Real Estate']",0.25,205448.53
79bc0562-2ae6-46f1-a8d9-a7fded311a2c,43,Other,Salaried,61033.85,0.14,1,Education,Low,11,2,"['Bonds', 'Real Estate']",0.12,214805.93
b2205f57-8609-4c18-89bb-b812d21e8141,39,Other,Salaried,29838.06,0.19,2,Retirement,High,20,3,"['Mutual Funds', 'Bonds']",0.13,93569.01
dbbf0a95-141b-4a74-83ed-de8bee3b821a,33,Male,Retired,25024.8,0.17,3,Home Purchase,Medium,7,1,"['ETFs', 'Stocks']",0.11,181296.11
ebd00f6b-3cd5-471b-bc64-890a43829516,32,Female,Retired,51498.92,0.27,1,Education,Medium,27,3,"['Stocks', 'Mutual Funds']",0.26,514705.66
50702616-d03a-45a9-b5ba-038e250fe347,27,Male,Unemployed,111114.12,0.54,4,Retirement,Medium,27,1,"['ETFs', 'Real Estate']",0.09,257102.14
eee968d3-7167-40a6-91f5-d4fe303011a1,63,Other,Unemployed,21087.14,0.59,6,Wealth Accumulation,Medium,5,1,"['Stocks', 'Mutual Funds']",0.14,84338.85
f0694a6d-bc39-45b8-aec5-9af0e539f675,57,Female,Retired,77424.2,0.55,9,Retirement,Low,8,0,"['Bonds', 'Mutual Funds']",0.12,601987.24
4ef967c0-ad47-4020-a53c-88393e5e2f03,34,Other,Self-Employed,53346.84,0.22,5,Education,Medium,6,2,"['Bonds', 'Stocks']",0.22,131419.62
bfe210ab-8fd1-4903-ab0c-8b56497e1e91,32,Female,Retired,120468.69,0.29,8,Wealth Accumulation,Medium,19,2,"['Stocks', 'ETFs']",0.24,1127989.97
511be058-1233-442e-b432-2b0aeace7146,27,Female,Self-Employed,80831.18,0.54,7,Retirement,High,28,0,"['ETFs', 'Bonds']",0.1,755945.05
a2aca717-abf5-42fa-9fde-94fbc8b45a17,44,Male,Retired,86112.89,0.32,4,Home Purchase,Medium,27,3,"['Real Estate', 'Mutual Funds']",0.18,416270.94
ef1bc900-a1f8-4430-98d5-5e81ec805f90,60,Female,Salaried,107065.77,0.11,4,Home Purchase,Medium,4,2,"['Stocks', 'ETFs']",0.25,706635.8
315b28b7-2f61-4eb0-a336-a67fe68ef5f6,48,Male,Salaried,93836.41,0.19,5,Retirement,Medium,24,0,"['Mutual Funds', 'Real Estate']",0.17,675603.82
6168e398-17a9-40ff-8f1b-f0aa38d55984,53,Other,Retired,88292.87,0.13,9,Education,Low,19,1,"['Mutual Funds', 'Bonds']",0.22,738919.3
0c0a999d-9127-4223-9e7d-9d3fe2168a26,63,Other,Salaried,63636.33,0.16,3,Home Purchase,High,16,2,"['Real Estate', 'Bonds']",0.11,298107.33
4e247327-7b51-4eed-b6cf-a1b393de506d,54,Other,Self-Employed,90559.8,0.2,5,Education,Medium,6,0,"['ETFs', 'Mutual Funds']",0.07,893734.61
81003a38-adbd-47b5-b014-19e4385b8a3e,61,Female,Retired,94828.26,0.2,3,Home Purchase,Medium,6,0,"['Real Estate', 'Stocks']",0.1,839014.39
dbf34d01-04ac-42d0-b41e-bcab2da0aef2,31,Female,Retired,65330.15,0.24,2,Education,Medium,8,1,"['Mutual Funds', 'Bonds']",0.3,461425.8
6fc30643-9dfa-4751-8ef3-82fec194b399,64,Female,Self-Employed,93111.41,0.49,9,Home Purchase,Medium,7,3,"['ETFs', 'Stocks']",0.27,585654.07
b0579602-98fc-457e-9440-5083b1df0283,32,Female,Self-Employed,66445.45,0.55,4,Wealth Accumulation,Medium,24,3,"['Real Estate', 'Mutual Funds']",0.06,303672.6
b54d84b4-d352-48af-8c45-8ba08d38fb06,47,Male,Unemployed,73538.77,0.56,5,Home Purchase,High,28,1,"['Bonds', 'Mutual Funds']",0.28,438373.63
4c270de1-382c-42b5-b719-519d5fa36090,36,Female,Self-Employed,54991.31,0.45,3,Education,Medium,24,0,"['ETFs', 'Stocks']",0.06,498157.38
265bca60-6d9d-47e3-8bc5-dcb83c37faab,38,Other,Salaried,85321.03,0.48,10,Retirement,Low,28,1,"['Mutual Funds', 'Real Estate']",0.21,237704.81
ae7b3203-895b-4358-8868-f480f48c83a1,48,Male,Retired,40014.7,0.24,3,Education,Low,26,0,"['Stocks', 'Mutual Funds']",0.24,385680.59
1a32ca01-f0d3-49d5-a863-a80f12615050,44,Female,Self-Employed,88857.6,0.24,6,Wealth Accumulation,Medium,12,3,"['Mutual Funds', 'ETFs']",0.07,643164.47
dd6d010b-635d-4024-a7f0-aa580c0fed95,61,Female,Unemployed,98613.42,0.11,4,Education,Low,12,2,"['Mutual Funds', 'Real Estate']",0.21,523988.93
5a3cfe56-af1e-4857-ad33-9b7b0d44d7fc,31,Other,Unemployed,9152.37,0.56,10,Education,Low,15,2,"['Real Estate', 'Mutual Funds']",0.08,50333.96
8beb72f9-c004-44ae-af50-c12cd7450e2f,27,Female,Unemployed,89917.04,0.27,9,Wealth Accumulation,Medium,13,3,"['Mutual Funds', 'Bonds']",0.23,542540.71
1519d3f0-dee8-43ac-ab15-d54fd9e8c43e,25,Male,Retired,86448.01,0.28,2,Education,Medium,3,2,"['Stocks', 'Mutual Funds']",0.07,343437.8
e0851aad-691f-4938-9ca3-f3f37a2237f7,55,Other,Retired,32401.8,0.25,10,Home Purchase,Medium,21,1,"['Real Estate', 'Stocks']",0.09,221954.73
b92b8b6e-005a-4f9c-a2df-e5618a6e3828,38,Female,Salaried,88696.99,0.49,8,Wealth Accumulation,Medium,11,1,"['Real Estate', 'Mutual Funds']",0.16,653400.9
09555920-5c4b-43b4-994d-e9b21d26205f,62,Male,Self-Employed,51488.1,0.5,2,Home Purchase,Low,24,1,"['Bonds', 'Mutual Funds']",0.21,411232.45
a172a005-09e7-4be6-b042-69340f66f82d,35,Female,Salaried,-153.21,0.58,8,Home Purchase,Low,15,2,"['ETFs', 'Real Estate']",0.17,-857.35
592ec293-0da3-46a7-b216-df898e031c74,35,Male,Retired,94418.31,0.56,4,Home Purchase,Medium,6,3,"['ETFs', 'Bonds']",0.22,308113.06
2f78041b-ae6c-41f6-b6fb-97e5603860b7,29,Male,Retired,106044.88,0.44,3,Education,Medium,5,3,"['Stocks', 'Bonds']",0.27,685873.39
f6131226-240d-4211-981f-1897a4814c19,35,Female,Retired,95214.64,0.44,3,Home Purchase,Low,13,1,"['ETFs', 'Stocks']",0.27,476499.63
2dc292fd-6d38-4ff7-8cd2-d0e6a56ebf8f,42,Female,Salaried,78225.55,0.44,2,Retirement,Low,9,2,"['Mutual Funds', 'Stocks']",0.07,405562.55
db9add02-ab7b-4b78-b631-daa9557c8433,31,Male,Salaried,94708.75,0.36,10,Home Purchase,Medium,5,1,"['ETFs', 'Real Estate']",0.13,531943.95
bc3a522b-185c-42ce-b3d5-a74e1d557ea5,33,Other,Retired,38848.63,0.53,4,Retirement,Medium,11,0,"['ETFs', 'Bonds']",0.23,253140.04
6712f6cb-513f-4652-8bae-c01047d583be,52,Female,Retired,94272.11,0.54,10,Retirement,Medium,6,3,"['Bonds', 'Stocks']",0.13,561253.71
4a265c35-fb14-4334-8368-1007ec985a5a,30,Female,Self-Employed,114997.62,0.34,9,Home Purchase,Medium,25,2,"['Bonds', 'Mutual Funds']",0.12,1079034.29
6a5556ac-7964-4151-86cb-e9715e4bbb1a,42,Female,Unemployed,91258.3,0.52,6,Wealth Accumulation,Medium,17,1,"['Mutual Funds', 'ETFs']",0.13,447205.41
4d0f69c4-2455-48b0-9ed9-f9cf9c410b6c,27,Male,Unemployed,87169.01,0.48,2,Wealth Accumulation,Low,6,3,"['Real Estate', 'Bonds']",0.13,851908.58
958edcba-d8c4-43bf-8d6c-3f9824ee7b38,44,Male,Self-Employed,37434.73,0.55,3,Wealth Accumulation,High,24,2,"['Stocks', 'Bonds']",0.11,365292.11
126764ad-a01f-4ea4-ab15-f8f1d0e73a3f,30,Male,Retired,80241.88,0.58,2,Wealth Accumulation,Low,9,2,"['ETFs', 'Mutual Funds']",0.13,392513.3
28254bf2-c959-4b6f-bf7d-272f49295243,34,Other,Retired,151469.93,0.13,2,Wealth Accumulation,Medium,3,0,"['Bonds', 'Mutual Funds']",0.07,586700.06
a0ac9090-1f88-4c2d-89cb-6fefc91655c9,58,Other,Unemployed,45696.09,0.53,5,Home Purchase,Medium,9,2,"['Stocks', 'Mutual Funds']",0.15,206493.1
f1215ed5-91b2-4934-91ab-40afa3d029b3,58,Male,Self-Employed,78343.82,0.26,9,Retirement,Medium,21,2,"['ETFs', 'Bonds']",0.12,485323.35
29a8173c-b285-494c-b14d-f50921784954,49,Other,Unemployed,50310.89,0.5,10,Education,Medium,20,1,"['Bonds', 'ETFs']",0.07,321353.86
7c253bfc-6958-418e-bffb-ca2acd4a02a1,49,Other,Self-Employed,55934.6,0.43,3,Education,Low,21,3,"['ETFs', 'Bonds']",0.22,337530.55
22540268-9e85-4410-99bb-253232614a0f,54,Female,Retired,59326.86,0.15,4,Retirement,Low,17,0,"['Real Estate', 'ETFs']",0.05,209102.23
16620f1d-1aae-4ed6-8bfc-4b7d4ff982c2,27,Other,Salaried,71106.83,0.21,5,Retirement,High,26,0,"['Bonds', 'Real Estate']",0.3,363045.38
c007e233-e9b1-4bfd-987d-4982f4a1823d,35,Male,Salaried,58783.49,0.12,7,Education,Medium,9,2,"['Bonds', 'Mutual Funds']",0.08,157195.14
7f32a6fe-f1a1-4fbd-ab83-8d614ca91986,29,Female,Salaried,98250.03,0.1,2,Retirement,Medium,17,0,"['Real Estate', 'Bonds']",0.15,350748.3
1d9bf552-030d-41c3-b6a9-8e173f8f623a,49,Other,Retired,77918.96,0.34,7,Home Purchase,High,20,1,"['Mutual Funds', 'ETFs']",0.17,168547.55
cab1bea5-d8fc-4ec5-ba28-62fe38e93f4f,25,Other,Retired,102971.08,0.55,3,Home Purchase,High,4,3,"['Bonds', 'Real Estate']",0.08,368611.3
a677da6b-80b6-4da2-a9c4-31e500b04ace,57,Female,Retired,64863.03,0.19,1,Education,High,20,3,"['Stocks', 'Real Estate']",0.19,202852.75
30570ef9-5e80-4cc0-a8ba-85361581cbbf,28,Other,Retired,111770.45,0.26,3,Retirement,Low,13,2,"['ETFs', 'Bonds']",0.19,429805.57
b173cf1b-07b4-4c5a-97bb-7b90b84bbfa1,43,Male,Retired,40045.9,0.5,6,Wealth Accumulation,Low,19,3,"['Real Estate', 'Stocks']",0.21,233373.06
2e990eae-00a8-4695-8da1-172c451b9fe6,42,Male,Unemployed,81565.82,0.18,2,Home Purchase,Medium,10,2,"['Stocks', 'Mutual Funds']",0.16,282986.74
60681175-99c7-4107-9423-4a908aa610bb,64,Male,Retired,139701.47,0.21,6,Home Purchase,Medium,18,3,"['Bonds', 'Stocks']",0.13,355835.86
51bb917e-d78f-49b7-a8d9-8ea01fca97b5,60,Female,Self-Employed,63940.31,0.57,3,Wealth Accumulation,Low,24,2,"['Mutual Funds', 'Stocks']",0.21,458437.5
7174394c-6791-4c63-b729-dc4a835a1733,41,Male,Self-Employed,68207.47,0.22,2,Home Purchase,Low,12,0,"['Bonds', 'ETFs']",0.29,609042.46
96854d2e-bea7-458e-8b47-518c56ebaa5b,50,Male,Unemployed,64487.88,0.18,2,Home Purchase,High,20,1,"['ETFs', 'Real Estate']",0.21,180662.92
99876c1f-9571-4b0c-934f-6c5f503755fa,60,Other,Salaried,93076.48,0.17,3,Home Purchase,Medium,11,0,"['ETFs', 'Real Estate']",0.15,448923.68
2c1df9db-def6-4956-8374-7ea9051a5411,45,Other,Self-Employed,86422.95,0.13,8,Home Purchase,Medium,25,1,"['Real Estate', 'Mutual Funds']",0.21,711370.13
f7d6d903-9c27-4736-b577-d29b30ca8748,44,Female,Unemployed,60154.26,0.56,4,Retirement,Medium,21,2,"['Bonds', 'Stocks']",0.23,166963.52
6e40a482-2957-4592-8763-9cec71574df5,51,Male,Retired,43550.48,0.5,5,Home Purchase,Medium,10,1,"['Mutual Funds', 'Stocks']",0.2,356405.7
0b49fb3a-87c8-4322-a8fd-136f21eb8a2e,40,Other,Self-Employed,58946.75,0.27,7,Retirement,Low,13,1,"['Bonds', 'ETFs']",0.09,570068.92
e4c3842b-bd97-4086-8c40-a973a10e8cf5,31,Other,Retired,50841.25,0.4,6,Home Purchase,Low,7,0,"['ETFs', 'Real Estate']",0.26,400518.02
2e11c940-5493-4907-af5c-24f56f364734,36,Other,Salaried,83589.35,0.2,4,Home Purchase,Low,4,3,"['Bonds', 'Stocks']",0.13,307365.91
1fe40761-9d53-4d9c-ab50-0d497564c89a,46,Female,Salaried,101735.87,0.34,6,Home Purchase,Medium,18,2,"['Bonds', 'Mutual Funds']",0.29,701052.5
d2be54ac-2c3f-489b-91d6-464f4b0e7e61,50,Other,Salaried,65429.35,0.29,1,Home Purchase,Medium,14,3,"['Stocks', 'Real Estate']",0.21,222455.88
81dbe7d8-cf52-4896-b5b4-09bcac7ec760,34,Female,Salaried,68010.79,0.4,1,Wealth Accumulation,Medium,5,3,"['Real Estate', 'Bonds']",0.07,229132.26
7a9dd1d1-ca48-429b-85ac-5a6c888924da,33,Female,Salaried,79974.64,0.26,7,Home Purchase,Low,27,3,"['Stocks', 'Mutual Funds']",0.07,697591.23
d00d55e2-dda3-4ab5-9494-d46213982071,41,Male,Self-Employed,117794.55,0.47,2,Home Purchase,Medium,4,2,"['Mutual Funds', 'Bonds']",0.21,676077.97
674d5292-580e-4957-8eb5-284b45ef3f24,54,Male,Self-Employed,80608.65,0.36,1,Wealth Accumulation,Low,7,0,"['Real Estate', 'Stocks']",0.13,679721.39
e852475c-730a-401e-9273-a714082ab448,32,Other,Unemployed,60071.05,0.21,2,Education,Medium,22,1,"['Real Estate', 'Stocks']",0.17,307978.58
b693d2ce-a595-4a3e-af87-7efcb18d217a,39,Other,Self-Employed,64002.32,0.31,3,Wealth Accumulation,Medium,26,1,"['Mutual Funds', 'Bonds']",0.14,410384.6
8fcfbd40-f259-46a2-accb-d77f92916c9a,55,Female,Self-Employed,55582.64,0.29,9,Retirement,Low,17,0,"['Mutual Funds', 'ETFs']",0.28,522013.27
67b6a2bd-4fc4-4adb-b4a3-b9df524df7e8,53,Female,Salaried,48576.83,0.45,3,Home Purchase,Medium,7,0,"['Mutual Funds', 'ETFs']",0.2,159175.84
e068d0fe-c825-4e9d-a167-7473f0890908,40,Other,Retired,85808.77,0.48,4,Retirement,Low,16,0,"['Bonds', 'Stocks']",0.11,811292.39
72280e34-9899-45c8-b4e5-82e848b22426,31,Male,Self-Employed,45466.45,0.58,6,Wealth Accumulation,Low,17,3,"['Real Estate', 'Mutual Funds']",0.15,282851.14
e0709d52-00e7-473e-9d27-da877e90cd05,31,Other,Unemployed,86859.42,0.15,9,Retirement,High,9,0,"['Mutual Funds', 'ETFs']",0.28,841388.04
50bd3a6a-247b-47ab-b348-d27bee14addb,64,Female,Salaried,117550.75,0.37,8,Home Purchase,Medium,9,1,"['Bonds', 'Stocks']",0.29,1156303.12
207084f4-ef1b-4158-b80a-e777f641e756,60,Other,Unemployed,54764.39,0.47,2,Retirement,High,26,3,"['Mutual Funds', 'Stocks']",0.19,131146.27
fa95c190-4c07-4fe2-8c8a-0bd32fa5a96e,44,Other,Unemployed,75928.79,0.52,5,Retirement,Medium,9,1,"['ETFs', 'Mutual Funds']",0.16,477614.23
9a37393a-2687-47a6-867f-bab08c852b75,38,Male,Retired,31752.62,0.44,8,Wealth Accumulation,Low,3,3,"['ETFs', 'Mutual Funds']",0.09,64505.62
93007bd8-a548-47fd-b2a1-91ccfaf541f6,53,Other,Unemployed,57861.4,0.35,2,Home Purchase,Medium,21,1,"['ETFs', 'Stocks']",0.07,429849.96
e377916a-4d12-4ede-8b40-1602206e703d,57,Female,Self-Employed,40999.5,0.58,8,Education,Medium,8,1,"['Real Estate', 'ETFs']",0.06,254228.26
cb61e804-9770-40d9-9667-e9d5e4035517,29,Other,Self-Employed,102629.25,0.49,1,Retirement,Medium,14,2,"['ETFs', 'Bonds']",0.22,311508.96
44688840-b6fd-485c-a034-20771fc5482a,62,Male,Self-Employed,43358.33,0.55,8,Education,Medium,16,1,"['ETFs', 'Real Estate']",0.16,137947.04
0007be63-1348-49a0-8827-796153741162,34,Female,Retired,114053.42,0.16,3,Education,Low,19,2,"['Stocks', 'Mutual Funds']",0.16,337748.68
29acc328-0d16-4bfb-b82d-3c6abec318d4,28,Other,Salaried,72545.21,0.57,9,Education,Medium,8,0,"['ETFs', 'Bonds']",0.2,555916.4
69d09186-0c1d-433d-9a99-a5d1735eae1b,41,Other,Salaried,68975.54,0.39,7,Education,Medium,10,1,"['Mutual Funds', 'Real Estate']",0.19,179678.65
566c1b85-758c-471c-ae91-22dd8d3a5227,35,Male,Unemployed,68245.39,0.17,1,Education,High,6,2,"['Mutual Funds', 'ETFs']",0.1,627963.47
8e87e74d-493e-4f4a-84d9-ce44423e3971,44,Male,Salaried,77846.33,0.15,8,Retirement,Low,12,2,"['Real Estate', 'ETFs']",0.12,478333.05
321443bc-97db-4955-8d2a-601cf68b8a9d,48,Female,Retired,55577.04,0.57,2,Education,Medium,19,1,"['Mutual Funds', 'ETFs']",0.29,387258.48
a4336bf2-31e7-4234-bd59-4402fb62a765,54,Male,Unemployed,85205.25,0.42,8,Wealth Accumulation,Low,8,3,"['Real Estate', 'Bonds']",0.24,709266.84
15c82a7f-6f3d-4b6d-87ef-01a399fac8a8,51,Female,Retired,49015.23,0.59,5,Retirement,Medium,19,3,"['Real Estate', 'Stocks']",0.21,170677.37
a2c896eb-0396-48ec-b4f6-0a83ea88c26e,50,Female,Unemployed,73192.39,0.47,3,Education,Medium,14,0,"['Stocks', 'ETFs']",0.2,395488.61
bb1a391c-ab18-48c1-b570-6bd1aa871065,44,Other,Self-Employed,78010.45,0.46,5,Home Purchase,Low,28,0,"['Real Estate', 'Bonds']",0.2,240936.05
57de6e62-2088-4921-93b0-8d347238298f,60,Other,Unemployed,42758.45,0.44,9,Retirement,Medium,9,3,"['ETFs', 'Real Estate']",0.15,310900.88
ed40a676-945b-42d6-a1b5-344616c8f873,57,Female,Retired,73258.9,0.41,9,Home Purchase,Low,27,2,"['Bonds', 'ETFs']",0.13,371299.73
3b674b76-e7d6-4492-9d7b-6bf91d770286,50,Male,Unemployed,32538.33,0.21,7,Home Purchase,Medium,18,2,"['ETFs', 'Stocks']",0.12,84970.31
f30126b3-a9f0-4455-a893-080c8c0ade74,29,Male,Salaried,49710.28,0.35,7,Home Purchase,Medium,11,1,"['Mutual Funds', 'Stocks']",0.16,174604.18
26db77e5-24d2-411c-bb72-b89ad7d6bc78,29,Other,Unemployed,51266.6,0.26,1,Wealth Accumulation,Low,14,0,"['Stocks', 'ETFs']",0.24,458455.61
4279e620-788d-42d9-b5f6-6cfc3a89506f,37,Other,Self-Employed,67316.8,0.44,9,Education,Low,14,1,"['Bonds', 'Real Estate']",0.21,522725.14
ad85e24c-97dc-4ce7-8379-2b85c1d6b7df,45,Male,Salaried,84025.37,0.32,2,Wealth Accumulation,Low,29,3,"['Real Estate', 'Bonds']",0.27,499117.9
47f469ca-7193-4942-ae04-3ebd91043064,50,Female,Salaried,112751.08,0.46,5,Home Purchase,High,4,1,"['Stocks', 'ETFs']",0.13,1006598.66
05204558-aef3-461c-8517-c9dc1c82d8d2,61,Female,Self-Employed,72723.68,0.11,8,Retirement,Medium,11,3,"['Mutual Funds', 'Bonds']",0.13,547700.79
7484ed22-e9dd-40d3-968f-eccd1c939b8f,64,Female,Unemployed,69213.36,0.23,6,Education,Medium,6,1,"['Real Estate', 'Mutual Funds']",0.13,271280.72
5edfee21-4dcd-4e93-918e-f78d9c02c465,47,Other,Retired,36661.63,0.32,6,Wealth Accumulation,Medium,12,1,"['Stocks', 'Real Estate']",0.23,351446.18
7080dd45-226a-45ec-8a74-2a2b2b0d9eaf,53,Female,Retired,74868.63,0.33,3,Education,Low,14,3,"['ETFs', 'Mutual Funds']",0.17,327977.55
96e909d1-8d5e-449d-ac85-a6d3bb03446c,40,Male,Salaried,45790.35,0.37,7,Education,Low,15,2,"['Mutual Funds', 'Real Estate']",0.18,146264.45
05d5492e-3c78-4dce-9d11-fb3aace8be60,54,Other,Salaried,89066.03,0.54,1,Education,Low,26,3,"['ETFs', 'Real Estate']",0.19,732542.41
8429285e-6482-4f9d-8708-458a89bb67c7,32,Female,Self-Employed,43630.06,0.24,4,Education,Medium,21,1,"['Stocks', 'ETFs']",0.28,216996.37
fbf05974-f0df-495f-ab1d-ff720233b253,25,Female,Unemployed,79101.65,0.32,2,Home Purchase,Low,19,1,"['Bonds', 'Stocks']",0.26,533339.49
ee8e291d-5a18-4163-877d-c5b27da6ef91,59,Other,Self-Employed,87389.17,0.56,6,Wealth Accumulation,Low,16,1,"['Stocks', 'ETFs']",0.11,630664.39
5f779ad4-e910-4197-8d90-a23b1f5fefc7,47,Male,Retired,99489.37,0.26,1,Home Purchase,High,29,1,"['Bonds', 'Real Estate']",0.09,809834.2
6e49d07c-08b8-4992-8feb-eadb7b78c036,29,Female,Unemployed,114884.45,0.38,5,Wealth Accumulation,High,15,3,"['Real Estate', 'ETFs']",0.15,880885.25
d9108365-1501-4ba2-a1f8-42e14380e824,48,Other,Salaried,697.21,0.25,3,Education,High,9,1,"['Mutual Funds', 'Real Estate']",0.25,5027.55
1931b811-9b22-473e-b377-91ed9a3b899c,51,Male,Salaried,119040.05,0.52,9,Home Purchase,High,11,2,"['Real Estate', 'ETFs']",0.25,859751.66
8243eae1-7eff-482a-b4ea-70a4d6a435f6,63,Male,Unemployed,94840.25,0.35,4,Retirement,Low,24,1,"['Bonds', 'Stocks']",0.13,837262.11
1f674bd9-a5bb-4e37-a34e-2339196bbf75,34,Male,Retired,61671.59,0.51,2,Retirement,Medium,7,3,"['Bonds', 'ETFs']",0.09,358014.8
ae7d4bda-929f-4eb5-adec-552e3e165d90,48,Other,Salaried,75282.77,0.31,7,Wealth Accumulation,High,25,1,"['Bonds', 'Real Estate']",0.19,298799.61
d51e42ac-4b7b-4ed9-b03d-1dc856175f9e,45,Other,Salaried,66054.83,0.43,9,Retirement,Medium,19,1,"['ETFs', 'Mutual Funds']",0.13,537150.23
12f0738c-4084-4d8b-b87e-c7c58cac3bdd,36,Female,Salaried,53761.69,0.58,10,Home Purchase,Low,20,2,"['ETFs', 'Bonds']",0.13,322075.01
